Layer,Disputed_Amount,Primary_Amount,Txn_Day,Txn_Month,Txn_Hour,Txn_DayOfWeek,Txn_IsWeekend,Is_Disputed,Dispute_Ratio,Is_Full_Dispute,Sheet_Money Transfer to,Sheet_Other,Sheet_Others Less Then 500,Sheet_Transaction put on hold,Sheet_Withdrawal through ATM,Action_By_Bank_Code,Is_HighValue,Is_DeepChain,Amount_Gap,Txn_IsNight,Is_HoldTxn,Is_MoneyTransfer,is_fraud
5,799.02,800.0,16,1,21,4,0,1,0.9988,0,1,0,0,0,0,37,0,1,0.9800000000000182,0,0,1,1
5,500.0,500.0,27,1,12,1,0,1,1.0,1,1,0,0,0,0,36,0,1,0.0,0,0,1,1
5,2601.8,4772.0,20,1,0,1,0,1,0.5452,0,1,0,0,0,0,56,0,1,2170.2,1,0,1,1
2,2850.0,2850.0,25,12,14,3,0,1,1.0,1,1,0,0,0,0,6,0,0,0.0,0,0,1,0
9,2101.0,10000.0,30,12,18,1,0,1,0.2101,0,1,0,0,0,0,6,0,1,7899.0,0,0,1,1
4,708.16,1025.0,27,1,0,1,0,1,0.6909,0,1,0,0,0,0,9,0,1,316.84000000000003,1,0,1,1
5,170.0,250.0,26,1,21,0,0,1,0.68,0,1,0,0,0,0,6,0,1,80.0,0,0,1,1
3,292.0,292.0,26,1,0,0,0,1,1.0,1,1,0,0,0,0,44,0,1,0.0,1,0,1,0
4,10300.0,10300.0,31,12,10,2,0,1,1.0,1,1,0,0,0,0,78,1,1,0.0,0,0,1,1
7,2997.02,3000.0,2,1,18,4,0,1,0.999,0,1,0,0,0,0,6,0,1,2.980000000000018,0,0,1,1
4,578.1,950.0,4,1,23,6,1,1,0.6085,0,1,0,0,0,0,78,0,1,371.9,1,0,1,0
4,818.4,1.56,25,2,0,2,0,1,524.6154,0,0,0,0,1,0,9,0,1,0.0,1,1,0,1
3,2522.0,2522.0,27,12,17,5,1,1,1.0,1,1,0,0,0,0,6,0,1,0.0,0,0,1,0
7,2000.0,5000.0,31,12,19,2,0,1,0.4,0,1,0,0,0,0,78,0,1,3000.0,0,0,1,0
6,4000.0,4000.0,13,1,21,1,0,1,1.0,1,1,0,0,0,0,101,0,1,0.0,0,0,1,1
7,1890.0,22000.0,27,1,10,1,0,1,0.0859,0,1,0,0,0,0,6,1,1,20110.0,0,0,1,1
6,2000.0,2000.0,25,1,21,6,1,1,1.0,1,1,0,0,0,0,101,0,1,0.0,0,0,1,1
3,1000.0,3000.0,30,12,22,1,0,1,0.3333,0,1,0,0,0,0,56,0,1,2000.0,1,0,1,1
8,5685.49,31620.0,26,1,0,0,0,1,0.1798,0,1,0,0,0,0,56,1,1,25934.510000000002,1,0,1,1
4,540.0,540.0,27,12,20,5,1,1,1.0,1,1,0,0,0,0,1,0,1,0.0,0,0,1,1
4,2000.0,2000.0,3,1,0,5,1,1,1.0,1,1,0,0,0,0,16,0,1,0.0,1,0,1,1
4,818.4,9499.99,6,1,11,1,0,1,0.0861,0,0,0,0,1,0,29,0,1,8681.59,0,1,0,0
6,1000.0,1000.0,27,1,15,1,0,1,1.0,1,1,0,0,0,0,101,0,1,0.0,0,0,1,1
6,965.0,1000.0,31,12,23,2,0,1,0.965,0,1,0,0,0,0,70,0,1,35.0,1,0,1,0
6,500.05,81000.0,9,1,16,4,0,1,0.0062,0,1,0,0,0,0,46,1,1,80499.95,0,0,1,0
7,4000.0,80099.0,29,12,0,0,0,1,0.0499,0,1,0,0,0,0,43,1,1,76099.0,1,0,1,0
4,301.0,1300.0,27,1,11,1,0,1,0.2315,0,1,0,0,0,0,9,0,1,999.0,0,0,1,1
5,5000.0,5000.0,16,1,10,4,0,1,1.0,1,1,0,0,0,0,37,0,1,0.0,0,0,1,1
5,724.0,5000.0,26,12,22,4,0,1,0.1448,0,1,0,0,0,0,6,0,1,4276.0,1,0,1,1
5,2000.0,2128.15,20,1,0,1,0,1,0.9398,0,1,0,0,0,0,56,0,1,128.1500000000001,1,0,1,1
4,193.01,200.0,27,12,12,5,1,1,0.965,0,1,0,0,0,0,9,0,1,6.990000000000009,0,0,1,0
4,818.4,63.47,25,2,0,2,0,1,12.8943,0,0,0,0,1,0,36,0,1,0.0,1,1,0,0
6,2000.0,2000.0,25,1,20,6,1,1,1.0,1,1,0,0,0,0,101,0,1,0.0,0,0,1,1
6,458.07,600.0,4,1,12,6,1,1,0.7634,0,1,0,0,0,0,36,0,1,141.93,0,0,1,0
4,500.0,500.0,5,1,17,0,0,1,1.0,1,1,0,0,0,0,1,0,1,0.0,0,0,1,0
6,385.39,1000.0,29,12,12,0,0,1,0.3854,0,1,0,0,0,0,16,0,1,614.61,0,0,1,0
6,472.76,2000.0,9,1,20,4,0,1,0.2364,0,1,0,0,0,0,101,0,1,1527.24,0,0,1,1
4,1000.0,1000.0,12,1,13,0,0,1,1.0,1,1,0,0,0,0,78,0,1,0.0,0,0,1,0
5,500.0,500.0,28,12,1,6,1,1,1.0,1,1,0,0,0,0,78,0,1,0.0,1,0,1,1
5,1446.84,2000.0,5,1,11,0,0,1,0.7234,0,1,0,0,0,0,50,0,1,553.1600000000001,0,0,1,1
4,1497.75,1999.07,31,12,11,2,0,1,0.7492,0,1,0,0,0,0,16,0,1,501.31999999999994,0,0,1,0
4,480.65,502.0,27,12,17,5,1,1,0.9575,0,1,0,0,0,0,1,0,1,21.350000000000023,0,0,1,0
8,5685.49,31620.0,26,1,0,0,0,1,0.1798,0,1,0,0,0,0,56,1,1,25934.510000000002,1,0,1,1
6,473.25,3200.0,31,12,10,2,0,1,0.1479,0,1,0,0,0,0,18,0,1,2726.75,0,0,1,0
4,760.0,760.0,27,12,5,5,1,1,1.0,1,1,0,0,0,0,10,0,1,0.0,1,0,1,1
8,2769.72,11557.78,26,1,11,0,0,1,0.2396,0,1,0,0,0,0,1,1,1,8788.060000000001,0,0,1,1
4,818.4,964.0,26,1,0,0,0,1,0.849,0,0,0,1,0,0,64,0,1,145.60000000000002,1,0,0,0
4,818.4,8.05,6,3,11,4,0,1,101.6646,0,0,0,0,1,0,95,0,1,0.0,0,1,0,0
5,5000.0,5000.0,16,1,10,4,0,1,1.0,1,1,0,0,0,0,37,0,1,0.0,0,0,1,1
8,1998.71,24518.0,9,1,6,4,0,1,0.0815,0,1,0,0,0,0,18,1,1,22519.29,0,0,1,0
5,600.0,600.0,5,2,10,3,0,1,1.0,1,1,0,0,0,0,78,0,1,0.0,0,0,1,0
6,1446.84,2000.0,5,1,11,0,0,1,0.7234,0,1,0,0,0,0,6,0,1,553.1600000000001,0,0,1,1
4,301.0,1300.0,27,1,11,1,0,1,0.2315,0,1,0,0,0,0,9,0,1,999.0,0,0,1,1
2,126271.0400000064,290001.0,24,12,20,2,0,1,0.6897,0,1,0,0,0,0,6,1,0,163729.95999999362,0,0,1,0
4,18.5,500.0,28,12,9,6,1,1,0.037,0,1,0,0,0,0,44,0,1,481.5,0,0,1,1
4,818.4,528.81,26,2,12,3,0,1,1.5476,0,0,0,0,1,0,9,0,1,0.0,0,1,0,0
4,818.4,245.4,6,3,12,4,0,1,3.335,0,0,0,0,1,0,70,0,1,0.0,0,1,0,0
6,1000.0,1000.0,5,1,0,0,0,1,1.0,1,1,0,0,0,0,101,0,1,0.0,1,0,1,1
4,818.4,0.07,6,3,12,4,0,1,1278.75,0,0,0,0,1,0,9,0,1,0.0,0,1,0,0
4,301.0,1300.0,27,1,11,1,0,1,0.2315,0,1,0,0,0,0,9,0,1,999.0,0,0,1,1
6,2130.0,2130.0,28,1,11,2,0,1,1.0,1,1,0,0,0,0,6,0,1,0.0,0,0,1,1
3,2614.0,2614.0,5,1,10,0,0,1,1.0,1,1,0,0,0,0,6,0,1,0.0,0,0,1,0
5,875.0,875.0,27,12,19,5,1,1,1.0,1,1,0,0,0,0,101,0,1,0.0,0,0,1,1
4,818.4,1522.0,23,3,10,0,0,1,0.5377,0,0,0,0,1,0,20,0,1,703.6,0,1,0,0
4,818.4,1000.0,25,2,9,2,0,1,0.8184,0,0,0,0,1,0,41,0,1,181.60000000000002,0,1,0,0
4,818.4,638.14,6,3,11,4,0,1,1.2825,0,0,0,0,1,0,95,0,1,0.0,0,1,0,0
4,818.4,964.0,26,1,0,0,0,1,0.849,0,0,0,1,0,0,6,0,1,145.60000000000002,1,0,0,1
4,16217.0,20000.0,26,1,0,0,0,1,0.8108,0,0,0,0,0,1,72,1,1,3783.0,1,0,0,0
4,818.4,9.72,27,12,14,5,1,1,84.1975,0,0,0,0,1,0,78,0,1,0.0,0,1,0,0
8,5685.49,31620.0,26,1,0,0,0,1,0.1798,0,1,0,0,0,0,56,1,1,25934.510000000002,1,0,1,1
9,500.0,500.0,4,1,8,6,1,1,1.0,1,1,0,0,0,0,78,0,1,0.0,0,0,1,1
4,1000.0,1000.0,26,1,11,0,0,1,1.0,1,1,0,0,0,0,78,0,1,0.0,0,0,1,1
4,818.4,15.37,25,2,9,2,0,1,53.2466,0,0,0,0,1,0,70,0,1,0.0,0,1,0,0
4,205.51,1060.0,29,12,12,0,0,1,0.1939,0,1,0,0,0,0,1,0,1,854.49,0,0,1,1
4,991.95,8500.0,5,1,14,0,0,1,0.1167,0,1,0,0,0,0,95,0,1,7508.05,0,0,1,1
6,97.83,3000.0,27,1,13,1,0,1,0.0326,0,1,0,0,0,0,1,0,1,2902.17,0,0,1,0
4,818.4,10000.0,2,1,12,4,0,1,0.0818,0,0,0,0,1,0,36,0,1,9181.6,0,1,0,0
4,9000.0,9000.0,26,12,0,4,0,1,1.0,1,0,0,0,0,1,9,0,1,0.0,1,0,0,0
3,803.0,803.0,27,12,17,5,1,1,1.0,1,1,0,0,0,0,6,0,1,0.0,0,0,1,0
5,384.05,3000.0,28,12,17,6,1,1,0.128,0,1,0,0,0,0,6,0,1,2615.95,0,0,1,0
4,300.0,300.0,27,12,12,5,1,1,1.0,1,1,0,0,0,0,50,0,1,0.0,0,0,1,1
3,1295.0,1295.0,26,1,0,0,0,1,1.0,1,1,0,0,0,0,44,0,1,0.0,1,0,1,0
4,818.4,110.0,23,3,0,0,0,1,7.44,0,0,0,0,1,0,71,0,1,0.0,1,1,0,0
4,818.4,751.0,6,3,11,4,0,1,1.0897,0,0,0,0,1,0,99,0,1,0.0,0,1,0,0
3,10000.0,10000.0,30,12,11,1,0,1,1.0,1,1,0,0,0,0,6,0,1,0.0,0,0,1,0
6,818.4,2000.0,4,1,15,6,1,1,0.4092,0,1,0,0,0,0,56,0,1,1181.6,0,0,1,1
4,689.38,689.38,6,1,18,1,0,1,1.0,1,1,0,0,0,0,16,0,1,0.0,0,0,1,0
6,700.0,700.0,24,1,15,5,1,1,1.0,1,1,0,0,0,0,56,0,1,0.0,0,0,1,1
4,499.98,499.98,5,1,7,0,0,1,1.0,1,1,0,0,0,0,18,0,1,0.0,0,0,1,0
4,77.61,1000.0,30,12,19,1,0,1,0.0776,0,1,0,0,0,0,56,0,1,922.39,0,0,1,0
4,2000.0,2000.0,20,1,9,1,0,1,1.0,1,1,0,0,0,0,10,0,1,0.0,0,0,1,1
6,472.76,2000.0,9,1,20,4,0,1,0.2364,0,1,0,0,0,0,101,0,1,1527.24,0,0,1,1
4,100.0,100.0,26,1,20,0,0,1,1.0,1,1,0,0,0,0,75,0,1,0.0,0,0,1,0
5,8100.0,8100.0,27,12,0,5,1,1,1.0,1,1,0,0,0,0,80,0,1,0.0,1,0,1,1
4,818.4,60.79,27,12,20,5,1,1,13.4627,0,0,0,0,1,0,1,0,1,0.0,0,1,0,0
1,126271.0400000064,200000.0,30,12,13,1,0,1,1.0,1,1,0,0,0,0,78,1,0,73728.9599999936,0,0,1,0
7,2000.0,2000.0,25,1,21,6,1,1,1.0,1,1,0,0,0,0,65,0,1,0.0,0,0,1,0
4,818.4,1540.0,6,3,12,4,0,1,0.5314,0,0,1,0,0,0,79,0,1,721.6,0,0,0,0
4,4999.55,4999.55,31,12,12,2,0,1,1.0,1,1,0,0,0,0,16,0,1,0.0,0,0,1,0
4,818.4,10000.0,5,3,20,3,0,1,0.0818,0,0,0,0,1,0,38,0,1,9181.6,0,1,0,0
4,200.0,500.0,27,1,11,1,0,1,0.4,0,1,0,0,0,0,9,0,1,300.0,0,0,1,0
4,500.0,500.0,26,1,18,0,0,1,1.0,1,1,0,0,0,0,18,0,1,0.0,0,0,1,1
4,100.0,100.0,27,12,13,5,1,1,1.0,1,1,0,0,0,0,18,0,1,0.0,0,0,1,1
5,8333.01,15000.0,28,12,16,6,1,1,0.5555,0,1,0,0,0,0,50,1,1,6666.99,0,0,1,0
5,258.11,500.0,5,2,11,3,0,1,0.5162,0,1,0,0,0,0,78,0,1,241.89,0,0,1,1
5,1900.0,1900.0,26,1,14,0,0,1,1.0,1,1,0,0,0,0,31,0,1,0.0,0,0,1,0
7,380.96,10000.0,6,1,0,1,0,1,0.0381,0,1,0,0,0,0,10,0,1,9619.04,1,0,1,0
4,112.8,500.0,5,1,1,0,0,1,0.2256,0,1,0,0,0,0,10,0,1,387.2,1,0,1,0
4,999.9,999.9,17,1,17,5,1,1,1.0,1,1,0,0,0,0,78,0,1,0.0,0,0,1,0
5,875.0,875.0,27,12,19,5,1,1,1.0,1,1,0,0,0,0,101,0,1,0.0,0,0,1,1
5,2000.0,2000.0,10,1,9,5,1,1,1.0,1,1,0,0,0,0,70,0,1,0.0,0,0,1,1
4,500.0,500.0,26,12,22,4,0,1,1.0,1,1,0,0,0,0,31,0,1,0.0,1,0,1,1
5,1398.41,5000.0,5,1,11,0,0,1,0.2797,0,1,0,0,0,0,70,0,1,3601.59,0,0,1,0
5,170.0,250.0,26,1,21,0,0,1,0.68,0,1,0,0,0,0,6,0,1,80.0,0,0,1,1
8,2769.72,11557.78,26,1,11,0,0,1,0.2396,0,1,0,0,0,0,1,1,1,8788.060000000001,0,0,1,1
4,1000.0,1000.0,25,12,2,3,0,1,1.0,1,1,0,0,0,0,101,0,1,0.0,1,0,1,1
6,828.37,1500.0,4,1,15,6,1,1,0.5522,0,1,0,0,0,0,6,0,1,671.63,0,0,1,1
4,1510.0,20000.0,26,1,0,0,0,1,0.0755,0,0,0,0,0,1,16,1,1,18490.0,1,0,0,0
4,818.4,600.0,26,12,20,4,0,1,1.364,0,0,0,0,1,0,78,0,1,0.0,0,1,0,0
4,818.4,1006.92,2,3,0,0,0,1,0.8128,0,0,0,0,1,0,70,0,1,188.51999999999998,1,1,0,0
4,818.4,731.0,8,3,0,6,1,1,1.1196,0,0,0,0,1,0,1,0,1,0.0,1,1,0,0
8,1000.0,1000.0,12,1,15,0,0,1,1.0,1,1,0,0,0,0,9,0,1,0.0,0,0,1,1
4,818.4,201.16,25,2,10,2,0,1,4.0684,0,0,0,0,1,0,70,0,1,0.0,0,1,0,0
5,226.49,500.0,5,1,16,0,0,1,0.453,0,1,0,0,0,0,44,0,1,273.51,0,0,1,1
4,818.4,600.0,23,3,10,0,0,1,1.364,0,0,0,0,1,0,70,0,1,0.0,0,1,0,0
8,4000.0,70000.54,29,12,0,0,0,1,0.0571,0,1,0,0,0,0,96,1,1,66000.54,1,0,1,0
3,6305.0,7000.0,16,2,12,0,0,1,0.9007,0,1,0,0,0,0,70,0,1,695.0,0,0,1,0
4,818.4,1890.0,23,3,0,0,0,1,0.433,0,0,0,0,1,0,10,0,1,1071.6,1,1,0,0
3,800.0,800.0,27,12,14,5,1,1,1.0,1,1,0,0,0,0,6,0,1,0.0,0,0,1,0
4,2000.0,5000.0,5,1,13,0,0,1,0.4,0,1,0,0,0,0,95,0,1,3000.0,0,0,1,0
4,818.4,2000.0,23,3,10,0,0,1,0.4092,0,0,0,0,1,0,70,0,1,1181.6,0,1,0,0
4,467.65,1497.0,22,1,22,3,0,1,0.3124,0,1,0,0,0,0,78,0,1,1029.35,1,0,1,1
4,818.4,0.65,25,12,14,3,0,1,1259.0769,0,0,0,0,1,0,78,0,1,0.0,0,1,0,0
4,818.4,847.0,6,3,12,4,0,1,0.9662,0,0,0,0,1,0,70,0,1,28.600000000000023,0,1,0,0
4,818.4,1525.0,5,1,10,0,0,1,0.5367,0,0,0,0,1,0,78,0,1,706.6,0,1,0,0
3,2500.0,2500.0,5,1,10,0,0,1,1.0,1,1,0,0,0,0,6,0,1,0.0,0,0,1,0
4,835.46,10000.0,31,12,0,2,0,1,0.0835,0,0,0,0,0,1,9,0,1,9164.54,1,0,0,0
4,818.4,228.3,23,3,0,0,0,1,3.5848,0,0,0,0,1,0,9,0,1,0.0,1,1,0,0
4,818.4,124.0,8,3,0,6,1,1,6.6,0,0,0,0,1,0,1,0,1,0.0,1,1,0,0
4,82.0,82.0,26,1,12,0,0,1,1.0,1,1,0,0,0,0,50,0,1,0.0,0,0,1,1
6,750.0,4000.0,11,1,20,6,1,1,0.1875,0,1,0,0,0,0,6,0,1,3250.0,0,0,1,1
5,560.0,560.0,28,1,15,2,0,1,1.0,1,1,0,0,0,0,37,0,1,0.0,0,0,1,1
6,10000.0,10000.0,10,1,0,5,1,1,1.0,1,1,0,0,0,0,6,0,1,0.0,1,0,1,1
2,100037.0,100037.0,31,12,9,2,0,1,1.0,1,1,0,0,0,0,18,1,0,0.0,0,0,1,0
5,100.0,100.0,26,12,22,4,0,1,1.0,1,1,0,0,0,0,101,0,1,0.0,1,0,1,1
3,25000.0,25000.0,21,1,0,2,0,1,1.0,1,1,0,0,0,0,16,1,1,0.0,1,0,1,1
5,2000.0,2128.0,20,1,0,1,0,1,0.9398,0,1,0,0,0,0,56,0,1,128.0,1,0,1,1
4,818.4,14.22,26,2,12,3,0,1,57.5527,0,0,0,0,1,0,70,0,1,0.0,0,1,0,0
6,1000.0,1110.0,5,1,17,0,0,1,0.9009,0,1,0,0,0,0,1,0,1,110.0,0,0,1,1
5,500.0,500.0,28,12,1,6,1,1,1.0,1,1,0,0,0,0,78,0,1,0.0,1,0,1,1
4,1000.0,1000.0,31,12,14,2,0,1,1.0,1,1,0,0,0,0,78,0,1,0.0,0,0,1,1
4,818.4,2114.27,25,2,0,2,0,1,0.3871,0,0,0,0,1,0,1,0,1,1295.87,1,1,0,0
3,1740.0,1740.0,5,1,10,0,0,1,1.0,1,1,0,0,0,0,6,0,1,0.0,0,0,1,0
4,5000.0,5680.0,6,1,17,1,0,1,0.8803,0,1,0,0,0,0,1,0,1,680.0,0,0,1,1
4,1000.0,1000.0,1,2,8,6,1,1,1.0,1,1,0,0,0,0,78,0,1,0.0,0,0,1,1
5,1000.0,1000.0,26,1,11,0,0,1,1.0,1,1,0,0,0,0,6,0,1,0.0,0,0,1,1
7,2997.02,3000.0,2,1,18,4,0,1,0.999,0,1,0,0,0,0,6,0,1,2.980000000000018,0,0,1,1
3,3050.0,3050.0,5,1,10,0,0,1,1.0,1,1,0,0,0,0,6,0,1,0.0,0,0,1,0
5,162.39,499.28,28,12,14,6,1,1,0.3252,0,1,0,0,0,0,78,0,1,336.89,0,0,1,1
8,1393.91,5000.0,7,1,0,2,0,1,0.2788,0,1,0,0,0,0,94,0,1,3606.09,1,0,1,0
5,1000.0,23000.0,3,1,0,5,1,1,0.0435,0,1,0,0,0,0,11,1,1,22000.0,1,0,1,0
4,818.4,12.62,26,2,11,3,0,1,64.8494,0,0,0,0,1,0,46,0,1,0.0,0,1,0,0
4,818.4,628.44,5,1,12,0,0,1,1.3023,0,0,0,0,1,0,78,0,1,0.0,0,1,0,0
8,1000.0,1000.0,12,1,15,0,0,1,1.0,1,1,0,0,0,0,9,0,1,0.0,0,0,1,1
4,818.4,5.0,22,1,0,3,0,1,163.68,0,0,0,0,1,0,1,0,1,0.0,1,1,0,0
4,2000.0,2000.0,18,2,0,2,0,1,1.0,1,1,0,0,0,0,78,0,1,0.0,1,0,1,0
5,1.76,2000.0,2,1,18,4,0,1,0.0009,0,1,0,0,0,0,56,0,1,1998.24,0,0,1,1
5,676.0,2003.0,29,12,17,0,0,1,0.3375,0,1,0,0,0,0,50,0,1,1327.0,0,0,1,0
4,500.06,500.06,2,1,12,4,0,1,1.0,1,1,0,0,0,0,70,0,1,0.0,0,0,1,1
4,3000.0,3000.0,26,1,0,0,0,1,1.0,1,0,0,0,0,1,16,0,1,0.0,1,0,0,1
5,1255.58,2003.0,31,1,16,5,1,1,0.6268,0,1,0,0,0,0,78,0,1,747.4200000000001,0,0,1,1
4,1229.16,1229.16,26,1,16,0,0,1,1.0,1,1,0,0,0,0,9,0,1,0.0,0,0,1,0
5,1.76,2000.0,2,1,18,4,0,1,0.0009,0,1,0,0,0,0,56,0,1,1998.24,0,0,1,1
4,818.4,0.53,30,12,0,1,0,1,1278.75,0,0,0,0,1,0,78,0,1,0.0,1,1,0,0
3,570.0,570.0,27,12,17,5,1,1,1.0,1,1,0,0,0,0,6,0,1,0.0,0,0,1,0
4,258.26,800.0,27,12,10,5,1,1,0.3228,0,1,0,0,0,0,70,0,1,541.74,0,0,1,1
4,818.4,1686.55,23,3,11,0,0,1,0.4853,0,0,1,0,0,0,39,0,1,868.15,0,0,0,0
7,40.0,40.0,22,1,18,3,0,1,1.0,1,1,0,0,0,0,101,0,1,0.0,0,0,1,1
4,1000.0,1000.0,27,12,18,5,1,1,1.0,1,1,0,0,0,0,1,0,1,0.0,0,0,1,0
5,162.39,499.28,28,12,14,6,1,1,0.3252,0,1,0,0,0,0,78,0,1,336.89,0,0,1,1
3,6105.0,6105.0,27,12,17,5,1,1,1.0,1,1,0,0,0,0,6,0,1,0.0,0,0,1,0
4,500.0,500.0,4,2,23,2,0,1,1.0,1,1,0,0,0,0,78,0,1,0.0,1,0,1,1
3,1284.97,34920.0,28,12,17,6,1,1,0.0368,0,1,0,0,0,0,6,1,1,33635.03,0,0,1,0
3,2250.0,2250.0,5,1,10,0,0,1,1.0,1,1,0,0,0,0,6,0,1,0.0,0,0,1,0
4,1045.91,1616.28,5,1,12,0,0,1,0.6471,0,1,0,0,0,0,56,0,1,570.3699999999999,0,0,1,1
7,4061.46,5600.0,29,12,0,0,0,1,0.7253,0,1,0,0,0,0,101,0,1,1538.54,1,0,1,1
4,3000.0,5000.0,25,12,0,3,0,1,0.6,0,1,0,0,0,0,16,0,1,2000.0,1,0,1,0
7,1733.0,2000.0,3,1,17,5,1,1,0.8665,0,1,0,0,0,0,6,0,1,267.0,0,0,1,0
4,818.4,600.0,27,12,14,5,1,1,1.364,0,0,0,0,1,0,78,0,1,0.0,0,1,0,0
4,818.4,547.91,26,1,0,0,0,1,1.4937,0,0,0,0,1,0,1,0,1,0.0,1,1,0,0
5,2000.0,2128.0,20,1,0,1,0,1,0.9398,0,1,0,0,0,0,56,0,1,128.0,1,0,1,1
3,501.0,501.0,26,1,0,0,0,1,1.0,1,1,0,0,0,0,44,0,1,0.0,1,0,1,0
4,818.4,614.21,25,2,0,2,0,1,1.3324,0,0,0,0,1,0,29,0,1,0.0,1,1,0,0
6,1999.13,2095.0,31,12,13,2,0,1,0.9542,0,1,0,0,0,0,6,0,1,95.86999999999989,0,0,1,1
5,181.4,1000.0,17,2,10,1,0,1,0.1814,0,1,0,0,0,0,70,0,1,818.6,0,0,1,1
6,2000.0,2000.0,25,1,20,6,1,1,1.0,1,1,0,0,0,0,101,0,1,0.0,0,0,1,1
7,6539.56,10000.0,4,1,12,6,1,1,0.654,0,1,0,0,0,0,36,0,1,3460.4399999999996,0,0,1,0
5,10000.0,10000.0,10,1,0,5,1,1,1.0,1,1,0,0,0,0,72,0,1,0.0,1,0,1,1
5,3500.0,15000.0,10,1,0,5,1,1,0.2333,0,1,0,0,0,0,40,1,1,11500.0,1,0,1,0
4,1000.0,1000.0,26,1,11,0,0,1,1.0,1,1,0,0,0,0,78,0,1,0.0,0,0,1,1
4,818.4,5000.0,26,1,0,0,0,1,0.1637,0,0,0,0,0,0,70,0,1,4181.6,1,0,0,0
4,3000.0,3000.0,28,12,7,6,1,1,1.0,1,1,0,0,0,0,1,0,1,0.0,0,0,1,1
5,560.0,560.0,28,1,15,2,0,1,1.0,1,1,0,0,0,0,37,0,1,0.0,0,0,1,1
6,560.0,560.0,28,1,15,2,0,1,1.0,1,1,0,0,0,0,101,0,1,0.0,0,0,1,1
6,1740.0,1740.0,31,12,19,2,0,1,1.0,1,1,0,0,0,0,78,0,1,0.0,0,0,1,1
4,500.06,500.06,2,1,12,4,0,1,1.0,1,1,0,0,0,0,70,0,1,0.0,0,0,1,1
2,10000.0,10000.0,16,2,12,0,0,1,1.0,1,1,0,0,0,0,36,0,0,0.0,0,0,1,0
4,1000.0,1353.0,18,2,15,2,0,1,0.7391,0,1,0,0,0,0,9,0,1,353.0,0,0,1,1
4,818.4,100.0,7,3,0,5,1,1,8.184,0,0,0,0,1,0,0,0,1,0.0,1,1,0,0
4,1000.0,1000.0,5,1,5,0,0,1,1.0,1,1,0,0,0,0,18,0,1,0.0,1,0,1,0
3,1519.0,1519.0,26,1,0,0,0,1,1.0,1,1,0,0,0,0,44,0,1,0.0,1,0,1,0
4,818.4,600.0,1,3,10,6,1,1,1.364,0,0,0,0,1,0,10,0,1,0.0,0,1,0,0
6,800.0,800.0,24,1,12,5,1,1,1.0,1,1,0,0,0,0,101,0,1,0.0,0,0,1,1
5,800.0,800.0,2,1,10,4,0,1,1.0,1,1,0,0,0,0,95,0,1,0.0,0,0,1,1
4,818.4,357.96,12,3,0,3,0,1,2.2863,0,0,0,0,1,0,39,0,1,0.0,1,1,0,0
8,5685.49,31620.0,26,1,0,0,0,1,0.1798,0,1,0,0,0,0,56,1,1,25934.510000000002,1,0,1,1
4,2054.64,2500.0,26,1,12,0,0,1,0.8219,0,1,0,0,0,0,31,0,1,445.3600000000001,0,0,1,1
6,2000.0,2000.0,9,1,21,4,0,1,1.0,1,1,0,0,0,0,101,0,1,0.0,0,0,1,1
9,500.0,500.0,4,1,8,6,1,1,1.0,1,1,0,0,0,0,78,0,1,0.0,0,0,1,1
3,3400.0,3400.0,18,2,0,2,0,1,1.0,1,1,0,0,0,0,8,0,1,0.0,1,0,1,1
5,1636.0,1636.0,2,1,16,4,0,1,1.0,1,1,0,0,0,0,6,0,1,0.0,0,0,1,1
4,818.4,37.89,27,12,17,5,1,1,21.5994,0,0,0,0,1,0,78,0,1,0.0,0,1,0,0
4,818.4,700.0,12,3,0,3,0,1,1.1691,0,0,0,0,1,0,78,0,1,0.0,1,1,0,0
6,944.59,1100.0,28,12,7,6,1,1,0.8587,0,1,0,0,0,0,78,0,1,155.40999999999997,0,0,1,0
4,9000.0,9000.0,5,1,12,0,0,1,1.0,1,1,0,0,0,0,95,0,1,0.0,0,0,1,1
4,500.0,500.0,26,12,22,4,0,1,1.0,1,1,0,0,0,0,31,0,1,0.0,1,0,1,1
5,598.0,598.0,29,12,9,0,0,1,1.0,1,1,0,0,0,0,16,0,1,0.0,0,0,1,1
5,500.0,500.0,28,12,1,6,1,1,1.0,1,1,0,0,0,0,78,0,1,0.0,1,0,1,1
4,818.4,964.0,26,1,0,0,0,1,0.849,0,0,0,1,0,0,100,0,1,145.60000000000002,1,0,0,0
4,1348.0,5000.0,27,12,14,5,1,1,0.2696,0,1,0,0,0,0,63,0,1,3652.0,0,0,1,0
3,10300.0,10300.0,31,12,0,2,0,1,1.0,1,1,0,0,0,0,6,1,1,0.0,1,0,1,0
4,818.4,344.77,25,2,10,2,0,1,2.3738,0,0,0,0,1,0,10,0,1,0.0,0,1,0,0
4,834.59,5000.0,4,2,21,2,0,1,0.1669,0,1,0,0,0,0,78,0,1,4165.41,0,0,1,1
6,600.0,615.0,7,1,11,2,0,1,0.9756,0,1,0,0,0,0,94,0,1,15.0,0,0,1,1
9,1000.0,1000.0,13,1,8,1,0,1,1.0,1,1,0,0,0,0,9,0,1,0.0,0,0,1,1
3,3880.0,3880.0,26,1,0,0,0,1,1.0,1,1,0,0,0,0,44,0,1,0.0,1,0,1,0
